site_code,measurement_datetime,reporting_organization,collecting_organization,dwr_source,usable_head,independence_class,rationale,count_as_distinct_sensor_record,do_not_duplicate_against_ocwd
336557N1179512W001,2000-01-31 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,2000-01-05 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1999-12-06 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1999-11-03 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1999-10-06 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1999-09-21 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1999-07-29 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1999-06-29 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1999-05-27 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1999-05-04 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1999-04-14 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1999-03-01 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1999-01-28 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1999-01-08 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1998-12-01 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1998-11-03 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1998-09-29 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1998-08-31 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1998-08-06 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1998-07-01 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1998-06-03 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1998-05-06 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1998-04-08 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1998-03-04 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1998-02-10 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1998-01-07 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1997-12-01 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1997-11-03 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1997-09-26 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1996-10-02 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1996-09-06 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1996-08-07 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1996-07-02 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1996-06-07 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1996-05-01 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1996-04-02 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1996-03-05 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1996-02-01 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1996-01-04 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1995-12-06 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1995-11-01 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1995-10-03 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1995-09-07 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1995-08-03 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1995-07-07 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1995-05-04 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1995-04-20 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1995-02-13 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1986-10-04 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1986-06-25 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1983-11-01 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1981-11-04 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1981-07-15 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1981-06-30 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1981-04-21 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1981-01-14 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1980-12-23 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1980-12-17 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1980-10-13 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1980-06-17 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1980-03-28 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1980-03-14 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1980-02-29 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1980-02-21 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1980-02-15 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1979-11-20 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1979-07-17 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1979-06-12 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1979-05-22 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1968-02-12 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336557N1179512W001,1968-01-26 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336607N1179623W002,2009-12-22 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336607N1179623W002,2006-09-13 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336607N1179623W002,2006-08-30 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336607N1179623W002,2006-01-11 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336607N1179623W002,1984-01-20 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336607N1179623W002,1983-11-01 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336607N1179623W002,1983-07-25 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336607N1179623W002,1981-11-04 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336607N1179623W002,1981-07-15 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336607N1179623W002,1981-06-30 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336607N1179623W002,1981-04-21 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336607N1179623W002,1981-01-14 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336607N1179623W002,1980-12-23 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
